Il faut que tu termines ceci avant que je parte.|I need you to finish this before I leave.
Le concept de politique narrative décrit comment les acteurs politiques construisent et contestent des histoires sur le passé le présent et l'avenir pour mobiliser le soutien et délégitimer les opposants.|The concept of narrative politics describes how political actors construct and contest stories about the past present and future to mobilise support and delegitimise opponents.
Il a soutenu que le concept de biens communs mondiaux désignait des ressources qui n'étaient pas sous la juridiction exclusive d'un seul État mais nécessitaient une gouvernance coopérative au niveau international.|He argued that the concept of global commons referred to resources that were not under the exclusive jurisdiction of any state but required cooperative governance at the international level.
Elle a soutenu que la théorie de la sociologie relationnelle décrivait la vie sociale comme constituée par des processus continus de relations sociales plutôt que par des attributs individuels préexistants ou des structures sociales.|She maintained that the theory of relational sociology described social life as constituted by ongoing processes of social relations rather than by pre-existing individual attributes or social structures.
Le concept d'État fantôme décrit comment la privatisation et l'externalisation ont transféré les fonctions publiques à des acteurs privés qui opèrent avec moins de transparence et de responsabilité démocratique.|The concept of shadow state describes how privatisation and outsourcing have transferred public functions to private actors who operate with less transparency and democratic accountability.
Il a soutenu que l'étude comparative des bureaucraties révélait une variation significative dans leur capacité leur autonomie et leur insulation contre les interférences politiques dans différents systèmes politiques.|He contended that the comparative study of bureaucracies revealed significant variation in their capacity autonomy and insulation from political interference across different political systems.
Elle a examiné comment la politique des sanctions économiques soulevait des questions sur leur efficacité leur légitimité et leurs conséquences humanitaires pour les populations civiles dans les États ciblés.|She examined how the politics of economic sanctions raised questions about their effectiveness legitimacy and humanitarian consequences for civilian populations in targeted states.
Le concept de politique subaltterne décrit l'agency politique des groupes marginalisés qui agissent à l'intérieur et contre les structures dominantes pour poursuivre leurs intérêts et contester l'hégémonie.|The concept of subaltern politics describes the political agency of marginalised groups who act within and against dominant structures to pursue their interests and challenge hegemony.
Il a soutenu que la question normative de la redistribution mondiale devait s'aux prises avec la question de savoir si les principes de justice distributive pouvaient être appliqués au-delà des frontières sans institutions mondiales robustes capables d'application.|He argued that the normative question of global redistribution had to grapple with whether principles of distributive justice could be applied across borders without robust global institutions capable of enforcement.
Elle a soutenu que le concept de constitution vivante décrivait une approche interprétative dans laquelle le sens constitutionnel évoluait au fil du temps à travers l'interprétation judiciaire et le changement social.|She maintained that the concept of the living constitution described an interpretive approach in which constitutional meaning evolved over time through judicial interpretation and social change.
Le concept de nouvelle gestion publique décrivait des réformes de la gouvernance du secteur public s'inspirant des principes du marché notamment la mesure de la performance l'externalisation et le choix du consommateur.|The concept of new public management described reforms to public sector governance drawing on market principles including performance measurement contracting out and consumer choice.
Il a soutenu que la politique de la justice pénale montrait comment des approches punitives avaient été utilisées comme une forme de contrôle social ciblant particulièrement les communautés minoritaires et à faibles revenus.|He argued that the politics of criminal justice policy showed how punitive approaches had been used as a form of social control targeting particularly minority and low-income communities.
Elle a examiné comment la politique de réglementation du marché du travail avait évolué vers une plus grande flexibilité pour les employeurs tout en réduisant la sécurité pour les travailleurs soulevant des questions sur la qualité de l'emploi.|She examined how the politics of labour market regulation had evolved toward greater flexibility for employers while reducing security for workers raising questions about the quality of employment.
Le concept de co-gouvernance décrit des arrangements dans lesquels le gouvernement et les acteurs non gouvernementaux partagent l'autorité et la responsabilité pour gérer les affaires publiques et fournir des services.|The concept of co-governance describes arrangements in which government and non-governmental actors share authority and responsibility for managing public affairs and delivering services.
Il a soutenu que le concept de souveraineté étatique avait été reconceptualisé d'un droit absolu à un droit conditionnel contingent au respect par les États de leurs obligations fondamentales envers leurs populations.|He contended that the concept of state sovereignty had been reconceptualised from an absolute to a conditional right contingent on states fulfilling basic obligations to their populations.
Elle a examiné comment la politique de gouvernance universitaire avait évolué d'une auto-gouvernance collégiale par les universitaires vers des formes managériales de leadership alignées sur des logiques de marché et de performance.|She examined how the politics of university governance had shifted from collegial self-governance by academics to managerial forms of leadership aligned with market and performance logics.
Le concept de pouvoir de l'agenda décrit la capacité des acteurs politiques à déterminer quelles alternatives sont considérées et lesquelles sont exclues du processus formel de décision.|The concept of agenda power describes the capacity of political actors to determine which alternatives are considered and which are excluded from the formal decision-making process.
Il a soutenu que le concept de patriotisme constitutionnel décrivait une forme d'attachement politique aux principes démocratiques universels institutionnalisés dans une constitution particulière plutôt qu'à l'identité ethnique ou culturelle.|He argued that the concept of constitutional patriotism described a form of political attachment to universal democratic principles institutionalised in a particular constitution rather than to ethnic or cultural identity.
Elle a soutenu que l'étude des États-providence nécessitait de tenir compte à la fois des structures institutionnelles formelles et des expériences vécues des citoyens qui naviguaient dans les systèmes de protection sociale.|She maintained that the study of welfare states required accounting for both the formal institutional structures and the lived experiences of citizens who navigated social protection systems.
Le concept de guerre asymétrique décrit des conflits dans lesquels les parties opposées diffèrent significativement en capacité militaire obligeant la partie plus faible à adopter des stratégies non conventionnelles.|The concept of asymmetric warfare describes conflicts in which the opposing parties differ significantly in military capability requiring the weaker party to adopt unconventional strategies.
Il a soutenu que la politique du changement démographique nécessitait de repenser les États-providence les systèmes d'emploi et les marchés du logement qui avaient été conçus pour une structure d'âge différente.|He contended that the politics of demographic change required rethinking welfare states employment systems and housing markets that had been designed for a different age structure.
Elle a examiné comment le concept d'autonomie relationnelle avait remis en cause les conceptions libérales individualistes de l'autonomie en montrant que l'autonomie authentique nécessitait des conditions sociales favorables et des relations.|She examined how the concept of relational autonomy challenged liberal individualist conceptions of autonomy by showing that genuine autonomy required supportive social conditions and relationships.
L'économie politique du financement du développement montre comment la montée de la Chine en tant que principal créancier a transformé le paysage du prêt au développement et a remis en cause les institutions multilatérales dominées par l'Occident.|The political economy of development finance shows how the rise of China as a major creditor has transformed the landscape of development lending and challenged Western-dominated multilateral institutions.
Il a soutenu que la politique des paradis fiscaux révélait comment les architectures financières mondiales permettaient aux individus et aux entreprises fortunés d'éviter de payer leur juste part aux sociétés dont ils tiraient leur richesse.|He argued that the politics of tax havens revealed how global financial architectures enabled wealthy individuals and corporations to avoid paying their fair share to the societies from which they derived their wealth.
Elle a soutenu que le concept de guerre hybride décrivait comment les conflits contemporains combinaient la force militaire conventionnelle avec des opérations cybernétiques la guerre de l'information et la coercition économique.|She maintained that the concept of hybrid warfare described how contemporary conflicts combined conventional military force with cyber operations information warfare and economic coercion.
Le concept de gouvernance de la complexité décrit des approches qui cherchent à gérer des systèmes adaptatifs complexes plutôt que d'essayer de les optimiser vers des objectifs prédéterminés.|The concept of complexity governance describes approaches that seek to manage complex adaptive systems rather than trying to optimise them toward predetermined goals.
Il a soutenu que le concept de déficit démocratique dans l'Union européenne soulevait des questions fondamentales sur la possibilité que l'intégration supranationale soit démocratiquement légitime sans un demos européen correspondant.|He contended that the concept of democratic deficit in the European Union raised fundamental questions about whether supranational integration could be democratically legitimate without a corresponding European demos.
Elle a examiné comment la politique du patrimoine culturel impliquait des négociations complexes sur la propriété l'authenticité et le droit de déterminer ce qui était préservé et commémoré.|She examined how the politics of cultural heritage involved complex negotiations about ownership authenticity and the right to determine what was preserved and commemorated.
La justification normative de la démocratie cosmopolite soutient que le principe démocratique d'auto-gouvernance devrait être étendu au niveau mondial à travers des institutions internationales réformées.|The normative case for cosmopolitan democracy argues that the democratic principle of self-governance should be extended to the global level through reformed international institutions.
Il a soutenu que le concept de pluralisme borné décrivait des systèmes politiques qui toléraient des intérêts et des points de vue divers dans des limites définies par l'État et les cadres culturels dominants.|He argued that the concept of bounded pluralism described political systems that tolerated diverse interests and viewpoints within limits defined by the state and dominant cultural frameworks.
Elle a soutenu que l'économie politique d'Internet montrait comment les promesses initiales de décentralisation avaient cédé la place à de nouvelles formes de centralisation autour d'un petit nombre de plateformes dominantes.|She maintained that the political economy of the internet showed how initial promises of decentralisation had given way to new forms of centralisation around a small number of dominant platforms.
Le concept de changement de trajectoire dans la théorie institutionnelle décrit les conditions dans lesquelles le verrouillage institutionnel peut être perturbé permettant une transformation fondamentale des arrangements existants.|The concept of path-breaking change in institutional theory describes the conditions under which institutional lock-in can be disrupted allowing for fundamental transformation of existing arrangements.
Il a soutenu que le concept de puissance douce décrivait comment les États pouvaient atteindre leurs objectifs non pas par la coercition mais par l'attraction fondée sur l'attrait de leur culture leurs valeurs et leurs politiques.|He contended that the concept of soft power described how states could achieve their goals not through coercion but through attraction based on the appeal of their culture values and policies.
Elle a examiné comment les entrepreneurs politiques exploitaient stratégiquement les opportunités politiques utilisaient de nouveaux cadres et construisaient des coalitions pour avancer des changements de politiques transformateurs qui renversaient les équilibres précédents.|She examined how political entrepreneurs strategically exploited political opportunities used new frames and built coalitions to advance transformative policy changes that overturned previous equilibria.
Le concept de contradiction performative décrit des situations où un argument mine sa propre validité en violant les normes mêmes qu'il invoque.|The concept of performative contradiction describes situations where an argument undermines its own validity by violating the very norms it invokes.
Il a soutenu que la politique de l'utilisation des terres et du développement territorial reflétait des conflits fondamentaux sur les activités économiques et les communautés qui pouvaient prospérer dans des endroits géographiques spécifiques.|He argued that the politics of land use and territorial development reflected fundamental conflicts over which economic activities and which communities could thrive in specific geographic locations.
Elle a soutenu que l'analyse comparative des systèmes judiciaires montrait comment la relation entre le droit et la politique variait significativement selon les contextes constitutionnels et culturels.|She maintained that the comparative analysis of judicial systems showed how the relationship between law and politics varied significantly across different constitutional and cultural contexts.
Le concept du problème principal-agent en science politique décrit comment les mandants ont du mal à s'assurer que les agents agissent selon leurs intérêts plutôt que selon leurs propres préférences.|The concept of the principal-agent problem in political science describes how principals face difficulties ensuring that agents act according to their interests rather than the agents' own preferences.
Il a soutenu que la politique du sport révélait comment la compétition sportive était inscrite dans des structures sociales plus larges de classe de race de genre et d'identité nationale.|He contended that the politics of sport revealed how athletic competition was embedded in broader social structures of class race gender and national identity.
Elle a examiné comment le concept de cadrage politique dans l'analyse des médias décrivait comment la couverture médiatique façonnait les compréhensions publiques des problèmes sociaux et des options politiques.|She examined how the concept of political framing in media analysis described how news coverage shaped public understandings of social problems and policy options.
Le concept d'érosion démocratique décrit la dégradation graduelle des normes des institutions et des pratiques démocratiques par des processus progressifs plutôt que par des ruptures soudaines.|The concept of the democratic erosion describes the gradual degradation of democratic norms institutions and practices through incremental processes rather than sudden ruptures.
Il a soutenu que la politique de la pénurie d'eau deviendrait de plus en plus importante à mesure que le changement climatique intensifierait la concurrence pour les ressources en eau douce à l'intérieur des pays et entre eux.|He argued that the politics of water scarcity would become increasingly important as climate change intensified competition over freshwater resources within and between countries.
Elle a soutenu que l'économie politique de la technologie montrait comment l'innovation était façonnée par les structures du marché la réglementation et les choix stratégiques des entreprises dominantes autant que par le progrès scientifique.|She maintained that the political economy of technology showed how innovation was shaped by market structures regulation and the strategic choices of dominant firms as much as by scientific progress.
Le concept de cooptation en science politique décrit comment les acteurs dominants incorporent des opposants potentiels dans le système d'une façon qui neutralise leur contestation sans traiter les griefs sous-jacents.|The concept of co-optation in political science describes how dominant actors incorporate potential opponents into the system in ways that neutralise their challenge without addressing underlying grievances.
Il a soutenu que la philosophie politique de l'espoir décrivait comment maintenir une orientation vers un avenir meilleur n'était pas simplement de l'optimisme mais une condition nécessaire à l'agency démocratique durable.|He contended that the political philosophy of hope described how maintaining orientation toward a better future was not mere optimism but a necessary condition for sustained democratic agency.
Elle a examiné comment le concept de républicanisme civique offrait une alternative à l'individualisme libéral en fondant la vie politique dans la citoyenneté active les institutions partagées et la délibération publique.|She examined how the concept of civic republicanism offered an alternative to liberal individualism by grounding political life in active citizenship shared institutions and public deliberation.
Le concept d'études de sécurité critique remet en cause l'analyse sécuritaire traditionnelle centrée sur l'État en demandant à qui appartient la sécurité privilégiée qui menace qui et aux dépens de qui la sécurité est poursuivie.|The concept of critical security studies challenges traditional state-centric security analysis by asking whose security is privileged who threatens whom and at whose expense security is pursued.
Il a soutenu que le débat normatif sur les droits de vote soulevait des questions sur la question de savoir si l'extension du suffrage aux non-citoyens et aux populations plus jeunes renforcerait la légitimité démocratique.|He argued that the normative debate about voting rights raised questions about whether extending suffrage to non-citizens and younger populations would enhance democratic legitimacy.
Elle a soutenu que l'étude du capital social montrait à la fois ses fonctions positives dans la facilitation de la coopération et ses fonctions négatives dans le maintien de l'exclusion et la reproduction des privilèges.|She maintained that the study of social capital showed both its positive functions in facilitating cooperation and its negative functions in maintaining exclusion and reproducing privilege.
Le concept de principe de précaution dans la gouvernance environnementale soutient que le manque de certitude scientifique complète ne devrait pas être utilisé comme raison pour retarder des actions de protection quand les menaces sont sérieuses.|The concept of the precautionary principle in environmental governance holds that lack of complete scientific certainty should not be used as a reason to postpone protective action when threats are serious.
Il a soutenu que le concept d'organisations de mouvements sociaux décrivait les structures institutionnelles formelles à travers lesquelles les mouvements canaliseraient et maintiendraient l'action collective dans le temps.|He contended that the concept of social movement organisations described the formal institutional structures through which movements channelled and sustained collective action over time.
Elle a examiné comment la politique du soin remettait en cause la séparation libérale entre les sphères publique et privée en montrant comment les relations de soin étaient politiquement structurées et avaient des conséquences politiques.|She examined how the politics of care challenged the liberal separation between the public and private spheres by showing how care relations were politically structured and had political consequences.
La philosophie politique du pardon demande quand et pourquoi il est approprié de pardonner aux coupables et comment le pardon se rapporte à la justice à la responsabilité et à la possibilité de réconciliation.|The political philosophy of forgiveness asks when and why it is appropriate to forgive wrongdoers and how forgiveness relates to justice accountability and the possibility of reconciliation.
Il a soutenu que le concept de cohésion sociale nécessitait de s'intéresser non seulement à l'intégration malgré les différences mais aussi à la distribution équitable des biens sociaux qui rendait cette intégration durable.|He argued that the concept of social cohesion required attending not only to integration across differences but also to the equitable distribution of social goods that made such integration sustainable.
Elle a soutenu que le concept de pouvoir sur décrivait la domination tandis que le pouvoir avec décrivait une capacité collective générée par la solidarité et l'action collaborative vers des objectifs partagés.|She maintained that the concept of power over described domination while power with described collective capacity generated through solidarity and collaborative action toward shared goals.
Le concept de paix négative décrit la simple absence de violence directe tandis que la paix positive décrit un état plus complet impliquant la justice l'équité et les conditions structurelles pour l'épanouissement humain.|The concept of negative peace describes the mere absence of direct violence while positive peace describes a more comprehensive state involving justice equity and structural conditions for human flourishing.
Il a soutenu que la philosophie politique de la reconnaissance montrait comment les luttes pour la dignité et l'égalité nécessitaient à la fois une reconnaissance juridique des droits et une reconnaissance culturelle de l'identité.|He contended that the political philosophy of recognition showed how struggles for dignity and equality required both legal recognition of rights and cultural acknowledgment of identity.
Elle a examiné comment le concept d'économie hétérodoxe avait remis en cause l'économie dominante en incorporant des connaissances de l'histoire de la sociologie de la psychologie et de la science politique dans l'analyse économique.|She examined how the concept of heterodox economics had challenged mainstream economics by incorporating insights from history sociology psychology and political science into economic analysis.
La théorie politique de l'innovation démocratique explore des mécanismes comme les assemblées citoyennes la sélection aléatoire et le budget participatif qui peuvent compléter la démocratie représentative.|The political theory of democratic innovation explores mechanisms like citizens assemblies random selection and participatory budgeting that can supplement representative democracy.
Il a soutenu que le concept d'infrastructure sociale décrivait les institutions publiques les organisations et les relations qui soutenaient la cohésion sociale et le bien-être collectif dans les communautés.|He argued that the concept of social infrastructure described the public institutions organisations and relationships that underpinned social cohesion and collective wellbeing in communities.
Elle a soutenu que l'étude des élites politiques nécessitait d'examiner non seulement leurs origines socioéconomiques mais aussi leurs voies d'accès au pouvoir les réseaux sur lesquels elles s'appuyaient et les valeurs qu'elles défendaient.|She maintained that the study of political elites required examining not just their socioeconomic backgrounds but their pathways to power the networks they relied on and the values they held.
Le concept de polyarchie en science politique décrit la forme de gouvernance dans les démocraties libérales modernes caractérisée par des élections compétitives des libertés civiles et la compétition organisée entre groupes pour le pouvoir.|The concept of polyarchy in political science describes the form of governance in modern liberal democracies characterised by competitive elections civil liberties and organised group competition for power.
Il a soutenu que la montée des partis populistes dans les systèmes démocratiques reflétait une crise de représentation politique alors que les partis établis se déconnectaient des préférences de portions importantes de l'électorat.|He contended that the rise of populist parties across democratic systems reflected a crisis of political representation as established parties became disconnected from the preferences of significant portions of the electorate.
Elle a examiné comment le concept de réseaux de production mondiaux avait transformé l'économie politique du développement en créant des opportunités de montée en gamme industrielle dans certains pays mais en approfondissant la dépendance dans d'autres.|She examined how the concept of global production networks had transformed the political economy of development by creating opportunities for industrial upgrading in some countries but deepening dependency in others.
Le concept de gouverner par les chiffres décrit comment la quantification les indicateurs et les points de référence sont devenus des outils centraux de gouvernance transformant la gestion et l'évaluation des institutions publiques.|The concept of governing by numbers describes how quantification indicators and benchmarks have become central tools of governance transforming how public institutions are managed and evaluated.
Il a soutenu que le cadre normatif du cosmopolitisme nécessitait non seulement une préoccupation morale pour les autres lointains mais aussi des réformes institutionnelles pratiques qui pourraient réaliser la justice au niveau mondial.|He argued that the normative framework of cosmopolitanism required not just moral concern for distant others but practical institutional reforms that could realise justice at the global level.
Elle a soutenu que le concept de rétroaction de politique décrivait comment les choix politiques antérieurs créaient des constituencies des intérêts et des héritages institutionnels qui façonnaient le développement politique ultérieur.|She maintained that the concept of policy feedback described how previous policy choices created constituencies interests and institutional legacies that shaped subsequent policy development.
Le concept de responsabilité démocratique comprend à la fois la responsabilité électorale à travers les élections périodiques et la responsabilité non électorale à travers les tribunaux les médiateurs la société civile et la presse libre.|The concept of democratic accountability encompasses both electoral accountability through periodic elections and non-electoral accountability through courts ombudsmen civil society and free press.
Il a soutenu que la théorie politique de la gouvernance mondiale devait aborder à la fois l'efficacité de la résolution collective des problèmes et l'équité de qui participait aux institutions mondiales et en bénéficiait.|He contended that the political theory of global governance needed to address both the effectiveness of collective problem-solving and the fairness of who participated in and benefited from global institutions.
Elle a examiné comment le concept d'institutionnalisme féministe montrait comment le genre était inscrit dans les règles les normes et les pratiques institutionnelles d'une façon qui désavantageait systématiquement les femmes.|She examined how the concept of feminist institutionalism showed how gender was embedded in institutional rules norms and practices in ways that systematically disadvantaged women.
Le concept de légitimité délibérative soutient que les décisions politiques sont légitimes non pas simplement parce qu'elles ont été prises par des autorités compétentes mais parce qu'elles ont résulté de processus adéquats de justification.|The concept of deliberative legitimacy holds that political decisions are legitimate not merely because they were taken by proper authorities but because they resulted from adequate processes of reason-giving.
Il a soutenu que le concept de théorie normative dans les relations internationales demandait non seulement ce qui se passait mais ce qui devrait se passer et comment les institutions et pratiques internationales pourraient être réformées vers la justice.|He argued that the concept of normative theory in international relations asked not just what was happening but what should happen and how international institutions and practices could be reformed toward justice.
Elle a soutenu que la politique des systèmes alimentaires montrait comment l'agriculture industrielle avait concentré le pouvoir économique dans un petit nombre d'entreprises tout en externalisant les coûts environnementaux et sociaux.|She maintained that the politics of food systems showed how industrial agriculture had concentrated economic power in a small number of firms while externalising environmental and social costs.
Le concept de justice narrative décrit les processus par lesquels les communautés marginalisées cherchent à faire reconnaître leurs histoires et à inclure leurs histoires dans la mémoire publique et les récits officiels.|The concept of narrative justice describes processes through which marginalised communities seek to have their stories recognised and their histories included in public memory and official accounts.
Il a soutenu que la politique de l'expertise dans la gouvernance soulevait des questions sur l'autorité épistémique la légitimité démocratique et la relation appropriée entre la connaissance et la prise de décision politique.|He contended that the politics of expertise in governance raised questions about epistemic authority democratic legitimacy and the appropriate relationship between knowledge and political decision-making.
Elle a examiné comment la confiance institutionnelle avait été érodée par des échecs répétés de responsabilité créant un terrain fertile pour la politique populiste et anti-establishment.|She examined how institutional trust was eroded by repeated failures of accountability and how this erosion created fertile ground for populist and anti-establishment politics.
Le concept de capacité administrative décrit la capacité des États à concevoir à mettre en œuvre et à évaluer efficacement les politiques et constitue un déterminant clé de la qualité de la gouvernance.|The concept of administrative capacity describes the ability of states to design implement and evaluate policies effectively and is a key determinant of governance quality.
Il a soutenu que l'économie politique de l'économie de plateforme montrait comment les plateformes numériques avaient créé de nouvelles formes d'exploitation du travail tout en évitant les obligations légales de l'emploi traditionnel.|He contended that the political economy of the gig economy showed how digital platforms had created new forms of labour exploitation while avoiding the legal obligations of traditional employment.
Elle a soutenu que le débat normatif sur l'immigration nécessitait d'équilibrer les droits des migrants avec les intérêts légitimes des communautés d'accueil et les exigences de la justice mondiale.|She maintained that the normative debate about immigration required balancing the rights of migrants against the legitimate interests of receiving communities and the demands of global justice.
Le concept de politique performative décrit comment les discours politiques les rituels et les symboles ne décrivent pas seulement la réalité mais constituent activement des identités sociales et politiques.|The concept of performative politics describes how political speeches rituals and symbols do not merely describe reality but actively constitute social and political identities.
Il a soutenu que la politique de la mémoire historique dans les nations sortant du colonialisme impliquait des récits contestés sur les histoires qui étaient mémorisées et celles qui étaient réduites au silence.|He argued that the politics of historical memory in nations emerging from colonialism involved contested narratives about whose stories were remembered and whose were silenced.
Elle a examiné comment la politique du corps en biopolitique décrivait comment les États régulaient la reproduction la santé la sexualité et les capacités physiques des populations comme sites de pouvoir.|She examined how the politics of the body in biopolitics described how states regulated reproduction health sexuality and the physical capacities of populations as sites of power.
Le concept de pluralisme agonistique décrit un modèle démocratique qui reconnaît le conflit politique permanent et cherche à transformer l'antagonisme en contestation démocratique productive.|The concept of agonistic pluralism describes a democratic model that acknowledges permanent political conflict and seeks to transform antagonism into productive democratic contestation.
Il a soutenu que le concept de contrats sociaux entre générations nécessitait de repenser la redistribution entre les travailleurs actuels les contribuables et les bénéficiaires futurs des investissements publics.|He contended that the concept of social contracts between generations required rethinking redistribution between current workers taxpayers and future beneficiaries of public investments.
Elle a soutenu que l'étude de la communication politique montrait comment la médiatisation de la politique avait transformé la relation entre les acteurs politiques et le public.|She maintained that the study of political communication showed how the mediatisation of politics had transformed the relationship between political actors and the public.
Le concept de vides institutionnels décrit des contextes où les institutions soutenant le marché telles que l'exécution des contrats les systèmes d'information et les agences de réglementation sont faibles ou absentes.|The concept of institutional voids describes settings where market-supporting institutions such as contract enforcement information systems and regulatory agencies are weak or absent.
Il a soutenu que le concept d'État réseau développementaliste s'appliquait à des économies comme Taïwan et la Corée du Sud où un État fort avait guidé la transformation industrielle à travers des réseaux collaboratifs avec les entreprises.|He argued that the concept of the developmental network state applied to economies like Taiwan and South Korea where a strong state had guided industrial transformation through collaborative networks with firms.
Elle a examiné comment la politique de la vie privée à l'ère numérique était devenue contestée alors que les États les entreprises et les individus naviguaient dans des intérêts concurrents en matière d'accès de contrôle et de surveillance.|She examined how the politics of privacy in the digital age had become contested as states corporations and individuals navigated competing interests in access control and surveillance.
Le concept de responsabilité délibérative décrit quand les acteurs gouvernementaux doivent justifier leurs décisions et être soumis à contestation et à examen à travers des processus délibératifs.|The concept of deliberative accountability describes when government actors must give reasons for their decisions and be subject to challenge and scrutiny through deliberative processes.
Il a soutenu que la politique de l'accessibilité au logement révélait comment les réglementations de zonage les restrictions de planification et la financiarisation s'étaient combinées pour exclure les familles ouvrières et de classe moyenne des grandes villes.|He contended that the politics of housing affordability revealed how zoning regulations planning restrictions and financialisation had combined to price working and middle class families out of major cities.
Elle a soutenu que le concept d'hétérarchie décrivait des arrangements de gouvernance où l'autorité était distribuée latéralement plutôt que hiérarchiquement entre plusieurs acteurs de statut approximativement équivalent.|She maintained that the concept of heterarchy described governance arrangements where authority was distributed laterally rather than hierarchically among multiple actors of roughly equivalent status.
L'étude des partis politiques montre que les organisations partisanes remplissent des fonctions de sélection des candidats de développement des politiques de mobilisation des constituencies et de coordination gouvernementale essentielles à la démocratie.|The study of political parties shows that party organisations serve functions of candidate selection policy development constituency mobilisation and governmental coordination that are essential to democracy.
Il a soutenu que le concept d'État-providence développementaliste cherchait à combiner la logique de la compétitivité économique avec les objectifs d'investissement social pour le développement des capacités humaines.|He argued that the concept of the developmental welfare state sought to combine the logic of economic competitiveness with the social investment goals of human capability development.
Elle a examiné comment le concept de droits sociaux s'était élargi des droits formels légaux aux exigences substantielles des conditions matérielles nécessaires à la participation citoyenne authentique.|She examined how the concept of social rights had expanded from formal legal entitlements to substantive demands for the material conditions necessary for genuine citizenship participation.
Le concept d'ordre constitutionnel mondial décrit le corpus émergent de normes de principes et d'institutions qui constituent un cadre international pour limiter le pouvoir étatique et protéger les droits.|The concept of global constitutional order describes the emerging body of norms principles and institutions that constitute an international framework for limiting state power and protecting rights.
Il a soutenu que le concept d'imaginaires sociaux décrivait les compréhensions de fond partagées qui rendaient les pratiques et institutions collectives possibles et significatives pour les participants.|He contended that the concept of social imaginaries described the shared background understandings that made collective practices and institutions possible and meaningful for participants.
Elle a soutenu que la politique des communs offrait une alternative à la fois à la propriété de l'État et à la propriété privée pour gérer des ressources partagées à travers l'auto-gouvernance collective.|She maintained that the politics of the commons offered an alternative to both state ownership and private property for managing shared resources through collective self-governance.
Le concept de culture stratégique dans la sécurité internationale décrit comment les croyances partagées et les expériences historiques façonnent la façon dont les États perçoivent les menaces et choisissent leurs stratégies militaires.|The concept of strategic culture in international security describes how shared beliefs and historical experiences shape how states perceive threats and choose military strategies.
Il a soutenu que la politique de recul de la protection sociale reflétait non seulement des pressions fiscales mais aussi des configurations idéologiques changeantes qui avaient érodé le soutien à la protection sociale universelle.|He argued that the politics of welfare retrenchment reflected not just fiscal pressures but also shifting ideological constellations that had eroded support for universal social protection.
Elle a examiné comment le concept de bricolage institutionnel décrivait comment les acteurs adaptaient les institutions existantes à de nouvelles fins en combinant et en repurposant de manière créative les éléments institutionnels disponibles.|She examined how the concept of institutional bricolage described how actors adapted existing institutions for new purposes by creatively combining and repurposing available institutional elements.
L'économie politique de la désindustrialisation montre comment le passage de la fabrication dans les économies avancées a créé des concentrations géographiques de chômage et d'aliénation politique.|The political economy of deindustrialisation shows how the shift away from manufacturing in advanced economies created geographic concentrations of unemployment and political alienation.
Il a soutenu que le concept de pluralisme juridique transnational décrivait comment la gouvernance mondiale opérait à travers de multiples ordres juridiques enchevêtrés plutôt qu'à travers un système hiérarchique unique.|He contended that the concept of transnational legal pluralism described how global governance operated through multiple overlapping legal orders rather than a single hierarchical system.
Elle a soutenu que la politique de l'autonomie territoriale dans les États multinationaux nécessitait d'équilibrer l'unité et la diversité à travers un fédéralisme asymétrique et des arrangements de partage du pouvoir.|She maintained that the politics of territorial autonomy in multinational states required balancing unity and diversity through asymmetric federalism and power-sharing arrangements.
Le concept de liberté républicaine comme non-domination fournit un critère plus exigeant pour la liberté que la conception libérale de la liberté négative comme simple non-ingérence.|The concept of republican freedom as non-domination provides a more demanding standard for liberty than the liberal conception of negative freedom as mere non-interference.
Il a soutenu que le concept de souveraineté graduée décrivait comment différentes populations au sein des États pouvaient avoir un accès différentiel aux droits et aux protections de la citoyenneté.|He argued that the concept of graduated sovereignty described how different populations within states could have differential access to the rights and protections of citizenship.
Elle a examiné comment l'étude des crises de légitimation décrivait des situations où les fondements normatifs existants des systèmes politiques ne pouvaient plus assurer la loyauté et la conformité des populations.|She examined how the study of legitimation crises described situations where existing normative foundations of political systems could no longer secure the loyalty and compliance of populations.
Le concept de culture politique décrit les valeurs les croyances et les orientations partagées collectivement envers les objets politiques qui façonnent la façon dont les citoyens s'engagent avec leurs systèmes politiques.|The concept of political culture describes the collectively shared values beliefs and orientations toward political objects that shape how citizens engage with their political systems.
Il a soutenu que l'économie politique des droits de propriété intellectuelle montrait comment les brevets et droits d'auteur servaient d'outils pour s'approprier la valeur de la création collective du savoir.|He argued that the political economy of intellectual property rights showed how patents and copyrights served as tools for appropriating value from collective knowledge creation.
Elle a soutenu que la politique de décentralisation dans les pays en développement avait des résultats mitigés reflétant les tensions entre l'amélioration de la réactivité locale et la création de nouveaux sites de capture par les élites.|She maintained that the politics of decentralisation in developing countries had mixed results reflecting tensions between improving local responsiveness and creating new sites of elite capture.
