Si elle n'était pas intervenue au dernier moment, le projet aurait été abandonné.|Had she not intervened at the last moment, the project would have been abandoned.
Elle a soutenu que le concept de libéralisme philosophique défendu par Kant Rawls et Dworkin soutient que l'État doit être neutre entre les différentes conceptions de la vie bonne que les principes politiques doivent être justifiables pour tous les citoyens indépendamment de leurs doctrines morales ou religieuses globales et que cet engagement envers la neutralité ou la raison publique génère le cadre libéral des droits égaux et des procédures équitables plutôt que des visions substantives du bien.|She argued that the concept of philosophical liberalism as defended by Kant Rawls and Dworkin holds that the state must be neutral between different conceptions of the good life that political principles must be justifiable to all citizens regardless of their comprehensive moral or religious doctrines and that this commitment to neutrality or public reason generates the liberal framework of equal rights and fair procedures rather than substantive visions of the good.
Il a soutenu que le concept de cosmopolitisme en éthique et en philosophie politique soutient que tous les êtres humains sont membres d'une seule communauté morale que les frontières nationales sont moralement arbitraires que les individus ont des obligations envers tous les êtres humains et pas seulement leurs concitoyens que la justice mondiale exige une redistribution significative des ressources et des opportunités et que le cosmopolitisme doit composer avec la tension entre les obligations universelles et les attachements légitimes aux communautés particulières.|He contended that the concept of cosmopolitanism in ethics and political philosophy holds that all human beings are members of a single moral community that national borders are morally arbitrary that individuals have obligations to all human beings not just fellow citizens that global justice requires significant redistribution of resources and opportunities and that cosmopolitanism must grapple with the tension between universal obligations and the legitimate attachments to particular communities.
Elle a soutenu que le concept de démocratie radicale théorisé par Laclau et Mouffe rejette à la fois la conception libérale de la démocratie comme consensus autour de valeurs universelles et la conception marxiste de la classe comme sujet privilégié de l'émancipation soutenant au contraire que la politique démocratique est intrinsèquement agonistique que l'hégémonie n'est jamais complète et que la démocratie radicale implique l'expansion continue de l'imaginaire démocratique pour englober de nouveaux axes de lutte et de solidarité.|She maintained that the concept of radical democracy as theorised by Laclau and Mouffe rejects both the liberal conception of democracy as consensus around universal values and the Marxist conception of class as the privileged subject of emancipation arguing instead that democratic politics is inherently agonistic that hegemony is never complete and that radical democracy involves the continuous expansion of the democratic imaginary to encompass new axes of struggle and solidarity.
Il a soutenu que le concept de critique immanente pratiquée par l'École de Francfort examine si une formation sociale est à la hauteur de ses propres idéaux et normes déclarés identifiant les contradictions internes entre l'idéologie et la réalité comme point de départ de la critique et que cette méthode évite le problème d'imposer des standards normatifs externes à un ordre social tout en étant toujours capable d'identifier une injustice réelle et la base de la transformation sociale.|He argued that the concept of immanent critique as practised by the Frankfurt School examines whether a social formation lives up to its own stated ideals and norms identifying internal contradictions between ideology and reality as the starting point for critique and that this method avoids the problem of imposing external normative standards on a social order while still being able to identify genuine injustice and the basis for social transformation.
Elle a soutenu que la philosophie du don théorisée par Mauss Derrida et Marion examine si un don pur est possible sans générer un cycle de réciprocité d'obligation et de contre-don si la logique du don résiste à la logique de l'échange économique si le don est constitutif des liens sociaux et si Derrida a raison qu'un don véritable doit être oublié par le donneur et non reconnu par le bénéficiaire pour éviter de devenir un échange.|She contended that the philosophy of the gift as theorised by Mauss Derrida and Marion examines whether a pure gift is possible without generating a cycle of reciprocity obligation and counter-gift whether the logic of the gift resists the logic of economic exchange whether the gift is constitutive of social bonds and whether Derrida is right that a genuine gift must be forgotten by the giver and unrecognised by the recipient to avoid becoming exchange.
Il a soutenu que le concept de raison pratique analysé par Kant Aristote et les philosophes moraux contemporains examine ce qui fait d'une raison une raison d'action comment la raison pratique diffère de la raison théorique si la rationalité instrumentale épuise la raison pratique ou s'il existe des raisons non-instrumentales irréductibles si la raison pratique est capable de fonder des obligations morales et s'il est possible d'être pratiquement rationnel et moralement vicieux en même temps.|He maintained that the concept of practical reason as analysed by Kant Aristotle and contemporary moral philosophers examines what makes a reason a reason for action how practical reason differs from theoretical reason whether instrumental rationality exhausts practical reason or whether there are irreducible non-instrumental reasons whether practical reason is capable of grounding moral obligations and whether it is possible to be practically rational and morally vicious at the same time.
Elle a soutenu que le concept d'amitié philosophique analysé par Aristote implique trois types d'amitié basés sur l'utilité le plaisir et la vertu seul le dernier étant une amitié parfaite et constituant un second soi avec une reconnaissance mutuelle du bon caractère de l'autre et que l'analyse aristotélicienne de l'amitié comme essentielle à la vie bonne remet en cause les récits individualistes de l'éthique et de la politique qui commencent par des agents rationnels isolés.|She argued that the concept of philosophical friendship as analysed by Aristotle involves three types of friendship based on utility pleasure and virtue with only the last being perfect friendship and constituting a second self with mutual recognition of the other's good character and that the Aristotelian analysis of friendship as essential to the good life challenges individualist accounts of ethics and politics that start from isolated rational agents.
Il a soutenu que le concept de psychologie morale examine la relation entre les croyances morales les émotions morales et le comportement moral si les jugements moraux sont par eux-mêmes guides d'action si les émotions morales comme la culpabilité la honte l'empathie et l'indignation sont constitutives de la motivation morale ou simplement instrumentales si le caractère moral est stable à travers les situations et ce que la psychologie empirique révèle sur les limites et les conditions de l'agentivité morale.|He contended that the concept of moral psychology examines the relationship between moral beliefs moral emotions and moral behaviour whether moral judgements are action-guiding by themselves whether moral emotions like guilt shame empathy and indignation are constitutive of moral motivation or merely instrumental whether moral character is stable across situations and what empirical psychology reveals about the limits and conditions of moral agency.
Elle a soutenu que le concept d'engagement ontologique formulé par Quine soutient qu'on est engagé envers l'existence de ces entités qui doivent être supposées être dans la portée de quantification pour que ses meilleures théories soient vraies que par paraphrase en notation canonique on peut déterminer ce qu'une théorie dit qu'il y a et que cette approche rend l'ontologie continue avec la science naturelle et élimine les pseudo-problèmes découlant d'un usage ordinaire approximatif.|She argued that the concept of ontological commitment as formulated by Quine holds that one is committed to the existence of those entities that must be assumed to be within the range of quantification in order for one's best theories to be true that by paraphrase into canonical notation one can determine what a theory says there is and that this approach makes ontology continuous with natural science and eliminates pseudo-problems arising from loose ordinary usage.
Il a soutenu que la philosophie du bien commun examine ce qu'est le bien commun s'il est réductible à l'agrégation des biens individuels ou possède un caractère communautaire distinctif irréductible comment résoudre les conflits entre les biens individuels et le bien commun si l'État est l'institution appropriée pour poursuivre le bien commun et si les formes pré-politiques de communauté génèrent des obligations pré-politiques de contribuer au bien commun.|He maintained that the philosophy of the common good examines what the common good is whether it is reducible to the aggregation of individual goods or has a distinctive irreducibly communal character how conflicts between individual goods and the common good should be resolved whether the state is the appropriate institution for pursuing the common good and whether pre-political forms of community generate pre-political obligations to contribute to the common good.
Elle a soutenu que le concept de justice entre les générations soulève des questions sur les obligations que les personnes présentes ont envers les personnes futures si les personnes futures ont des droits si le problème de la non-identité formulé par Parfit montre que nous ne pouvons pas léser les personnes futures en dégradant l'environnement et si les taux d'actualisation appliqués au bien-être futur dans l'analyse économique peuvent être justifiés du point de vue de la philosophie morale.|She contended that the concept of justice between generations raises questions about what obligations present people have to future people whether future people have rights whether the non-identity problem as formulated by Parfit shows that we cannot wrong future people by degrading the environment and whether discount rates applied to future welfare in economic analysis can be justified from the perspective of moral philosophy.
Il a soutenu que le concept d'ironie philosophique pratiquée par Socrate et thématisée par Kierkegaard implique de ne pas dire ce qu'on veut dire de dire une chose tout en en voulant dire une autre une suspension performative des affirmations et que l'ironiste maintient une distance par rapport à toutes les positions fixes mais que l'ironie comme stance permanente risque la perte de tout engagement substantif et la dissolution des liens éthiques et politiques qui exigent la sincérité.|He argued that the concept of philosophical irony as practised by Socrates and thematised by Kierkegaard involves not saying what one means saying one thing while meaning another a performative suspension of assertions and that the ironist maintains a distance from all fixed positions but that irony as a permanent stance risks the loss of all substantive commitment and the dissolution of the ethical and political bonds that require sincerity.
Elle a soutenu que le concept du regard philosophique développé par Foucault dans Surveiller et Punir désigne la surveillance normalisatrice exercée par les institutions qui discipline et classifie les individus que le panoptique est la figure architecturale de cette nouvelle forme de pouvoir et que l'analyse philosophique du regard s'étend du compte rendu de Sartre sur le regard de l'autre me fixant comme objet aux analyses féministes du regard masculin comme constituant les femmes en objets de vision.|She maintained that the concept of the philosophical gaze as developed by Foucault in Discipline and Punish refers to the normalising surveillance exercised by institutions that disciplines and classifies individuals that the panopticon is the architectural figure of this new form of power and that the philosophical analysis of the gaze extends from Sartre's account of the other's gaze fixing me as an object to feminist analyses of the male gaze as constituting women as objects of vision.
Il a soutenu que la philosophie de l'amour examine les différentes formes d'amour eros philia storge et agape ce qu'est l'amour comme phénomène psychologique et métaphysique si l'amour implique de valoriser l'être aimé pour ses qualités intrinsèques ou si l'amour crée la valeur qu'il perçoit si l'amour exige l'exclusivité la vulnérabilité et la prise de risque et quelle est la relation entre l'amour la connaissance de soi et la transformation personnelle.|He contended that the philosophy of love examines the different forms of love eros philia storge and agape what love is as a psychological and metaphysical phenomenon whether love involves valuing the beloved for their intrinsic qualities or whether love creates the value it perceives whether love requires exclusivity vulnerability and risk-taking and what the relationship is between love self-knowledge and personal transformation.
Elle a soutenu que le concept d'obligation politique examine pourquoi les citoyens sont tenus d'obéir à la loi si la théorie du contrat social de Locke Rousseau et Rawls explique adéquatement l'obligation politique si le consentement tacite ou explicite est la bonne base de l'obligation si le fair play la gratitude le devoir naturel de justice ou les devoirs associatifs fondent mieux l'obligation politique et s'il existe des limites à l'obligation politique ou un droit à la désobéissance civile.|She argued that the concept of political obligation examines why citizens are obligated to obey the law whether the social contract theory of Locke Rousseau and Rawls adequately explains political obligation whether consent tacit or explicit is the right basis for obligation whether fair play gratitude natural duty of justice or associative duties better ground political obligation and whether there are limits on political obligation or a right to civil disobedience.
Il a soutenu que la philosophie du mal examine s'il existe une catégorie morale spécifiquement morale du mal distincte de la simple mauvais ou de la faute quelle est la nature du mal moral si le concept du mal exige un type spécial de motivation tel que la jouissance de la souffrance l'indifférence à la souffrance ou la complicité avec des forces destructrices et si le concept du mal politique désignant les pires formes d'atrocité politique est réductible au mal moral ou possède des caractéristiques distinctives.|He maintained that the philosophy of evil examines whether there is a specifically moral category of evil distinct from mere badness or wrongdoing what the nature of moral evil is whether the concept of evil requires a special kind of motivation such as enjoyment of suffering indifference to suffering or complicity with destructive forces and whether the concept of political evil referring to the worst forms of political atrocity is reducible to moral evil or has distinctive features.
Elle a soutenu que la philosophie de la dignité examine ce qu'est la dignité humaine si elle est inaliénable si elle est fondée dans la rationalité l'autonomie ou l'image de Dieu si la dignité est un concept individuel ou relationnel si la torture les traitements cruels et l'objectification violent intrinsèquement la dignité et quelle est la relation entre la dignité les droits et le bien-être dans les débats sur l'euthanasie la peine capitale et le traitement des prisonniers.|She contended that the philosophy of dignity examines what human dignity is whether it is inalienable whether it is grounded in rationality autonomy or image of God whether dignity is an individual or relational concept whether torture cruel treatment and objectification violate dignity intrinsically and what the relationship is between dignity rights and welfare in debates about euthanasia capital punishment and the treatment of prisoners.
Il a soutenu que le concept d'injustice épistémique développé par Miranda Fricker a deux formes principales l'injustice testimoniale où quelqu'un reçoit moins de crédibilité qu'il ne mérite en raison de préjugés d'identité et l'injustice herméneutique où des lacunes dans les ressources interprétatives collectives mettent quelqu'un dans une situation désavantageuse injuste lorsqu'il essaie de comprendre sa propre expérience sociale et que les deux formes d'injustice ont des dimensions éthiques et épistémiques distinctives.|He argued that the concept of epistemic injustice as developed by Miranda Fricker has two main forms testimonial injustice where someone is given less credibility than they deserve due to identity prejudice and hermeneutical injustice where gaps in collective interpretive resources put someone at an unfair disadvantage when trying to make sense of their own social experience and that both forms of injustice have distinctive ethical and epistemic dimensions.
Elle a soutenu que le concept de philosophie spéculative examine si la philosophie peut aller au-delà des données d'expérience données si la spéculation métaphysique sur la réalité ultime l'inconditionné ou l'absolu est possible ou si la philosophie critique de Kant établit correctement des limites sur la connaissance qui excluent la métaphysique spéculative authentique et si la tradition spéculative de Platon à travers Hegel jusqu'aux néo-platoniciens contemporains a un contenu philosophique authentique ou est simplement mythologique.|She maintained that the concept of speculative philosophy examines whether philosophy can go beyond the given data of experience whether metaphysical speculation about ultimate reality the unconditioned or the absolute is possible or whether Kant's critical philosophy correctly establishes limits on knowledge that preclude genuine speculative metaphysics and whether the speculative tradition from Plato through Hegel to contemporary neo-Platonists has genuine philosophical content or is merely mythological.
Il a soutenu que la philosophie de l'attention examine ce qu'est l'attention comme processus psychologique et phénoménologique si l'attention est constitutive de la conscience s'il existe des dimensions éthiques à l'attention incluant des obligations d'attention envers les autres et envers le monde naturel et si le concept d'attention de Simone Weil comme forme d'attente désintéressée du bien constitue une contribution philosophique et spirituelle authentique à l'éthique du soin et de la perception.|He contended that the philosophy of attention examines what attention is as a psychological and phenomenological process whether attention is constitutive of consciousness whether there are ethical dimensions to attention including obligations of attention to others and to the natural world and whether Simone Weil's concept of attention as a form of selfless waiting for the good constitutes a genuinely philosophical and spiritual contribution to the ethics of care and perception.
Elle a soutenu que le concept de philosophie comme mode de vie récupéré par Pierre Hadot désigne la conception gréco-romaine ancienne de la philosophie non pas comme une discipline académique mais comme un ensemble d'exercices spirituels comprenant la méditation la tenue d'un journal l'attention et la contemplation visant la transformation du soi et la cultivation de la sagesse et que cette conception ancienne offre des ressources pour la réflexion contemporaine sur le but de l'éducation philosophique.|She argued that the concept of philosophy as a way of life as recovered by Pierre Hadot refers to the ancient Greco-Roman conception of philosophy not as academic discipline but as a set of spiritual exercises including meditation journaling attention and contemplation aimed at the transformation of the self and the cultivation of wisdom and that this ancient conception offers resources for contemporary reflection on the purpose of philosophical education.
Il a soutenu que le concept de philosophie morale et de littérature examine si la fiction fournit une forme unique de connaissance morale indisponible par l'argumentation propositionnelle si le récit et l'imagination sont constitutifs de la compréhension morale si la grande littérature peut élargir la perception morale et cultiver les émotions morales et si Martha Nussbaum a raison que certaines vérités sur les êtres humains ne peuvent être adéquatement exprimées que sous forme littéraire plutôt que sous forme philosophique.|He maintained that the concept of moral philosophy and literature examines whether fiction provides a unique form of moral knowledge unavailable through propositional argument whether narrative and imagination are constitutive of moral understanding whether great literature can expand moral perception and cultivate moral emotions and whether Martha Nussbaum is right that certain truths about human beings can only be adequately expressed in literary form rather than philosophical prose.
Elle a soutenu que le concept de perplexité philosophique comme état affectif du philosophiser authentique implique l'expérience d'être véritablement perplexe face à des questions qu'on ne peut éviter que cet état est distinct de la simple curiosité ou du questionnement académique qu'il exige une forme d'honnêteté intellectuelle sur les limites de sa propre compréhension et que la cultivation de cet état exige une résistance à la fermeture prématurée offerte par les réponses reçues et les traditions intellectuelles.|She contended that the concept of philosophical perplexity as the affective state of genuine philosophising involves the experience of being genuinely puzzled by questions one cannot avoid that this state is distinct from mere curiosity or academic puzzlement that it requires a form of intellectual honesty about the limits of one's understanding and that the cultivation of this state requires resistance to the premature closure offered by received answers and intellectual traditions.
Il a soutenu que le concept de legs philosophique examine comment l'histoire de la philosophie façonne les problèmes philosophiques contemporains la mesure dans laquelle les figures canoniques contraignent ou libèrent la pensée philosophique si la tradition philosophique doit être traitée comme un répertoire d'arguments à évaluer ou comme un ensemble de contributions historiques à comprendre dans le contexte et si la marginalisation de la pensée non-occidentale par le canon philosophique occidental est philosophiquement et culturellement indéfendable.|He argued that the concept of philosophical legacy examines how the history of philosophy shapes contemporary philosophical problems the extent to which canonical figures constrain or liberate philosophical thinking whether the philosophical tradition should be treated as a repository of arguments to be assessed or as a set of historical contributions to be understood in context and whether the Western philosophical canon's marginalisation of non-Western thought is philosophically and culturally indefensible.
Elle a soutenu que le concept d'humilité intellectuelle comme vertu philosophique et épistémique exige de reconnaître les limites et la faillibilité de ses croyances d'être véritablement ouvert à la révision de prendre au sérieux les vues des interlocuteurs et d'être sensible aux façons dont le raisonnement motivé la pensée wishful et l'auto-tromperie déforment la formation des croyances et que l'humilité intellectuelle est particulièrement importante dans des conditions de désaccord moral et politique profond.|She maintained that the concept of intellectual humility as a philosophical virtue and as an epistemic virtue requires recognising the limits and fallibility of one's beliefs being genuinely open to revision taking seriously the views of interlocutors and being sensitive to the ways in which motivated reasoning wishful thinking and self-deception distort belief formation and that intellectual humility is particularly important in conditions of deep moral and political disagreement.
Il a soutenu que le concept de réduction phénoménologique formulé par Husserl implique de mettre entre parenthèses ou de mettre de côté les questions sur l'existence du monde extérieur afin de diriger l'attention sur les structures de la conscience elle-même et que cette epoché ou suspension de l'attitude naturelle révèle le pur ego transcendantal et ses actes intentionnels comme domaine propre de l'investigation phénoménologique sur les structures essentielles de l'expérience.|He contended that the concept of phenomenological reduction as formulated by Husserl involves bracketing or setting aside questions about the existence of the external world in order to direct attention to the structures of consciousness itself and that this epoché or suspension of the natural attitude reveals the pure transcendental ego and its intentional acts as the proper domain of phenomenological investigation into the essential structures of experience.
Elle a soutenu que la philosophie de l'histoire examine si l'histoire a un sens ou une direction si les événements historiques peuvent être causalement expliqués et si oui quelles formes d'explication sont appropriées si les récits historiques sont objectifs ou construits si comprendre les acteurs historiques exige de reconstruire leurs intentions subjectives ou peut procéder structurellement et si Hegel Marx Weber et Collingwood proposent des philosophies de l'histoire véritablement différentes ou des variations sur des thèmes communs.|She argued that the philosophy of history examines whether history has a meaning or direction whether historical events can be causally explained and if so what forms of explanation are appropriate whether historical narratives are objective or constructed whether understanding historical actors requires reconstructing their subjective intentions or can proceed structurally and whether Hegel Marx Weber and Collingwood propose genuinely different philosophies of history or variations on common themes.
Il a soutenu que le concept de bonne volonté comme pierre angulaire de l'éthique kantienne soutient que la seule chose bonne sans qualification est une bonne volonté que la bonté de la volonté consiste non pas dans ce qu'elle accomplit mais dans la maxime selon laquelle elle agit et que l'impératif catégorique comme principe suprême de la moralité permet de tester si une maxime peut être universalisée et si l'on traite l'humanité comme une fin en soi.|He maintained that the concept of the good will as the cornerstone of Kantian ethics holds that the only thing good without qualification is a good will that the goodness of the will consists not in what it accomplishes but in the maxim on which it acts and that the categorical imperative as the supreme principle of morality allows one to test whether a maxim can be universalised and whether one is treating humanity as an end in itself.
Elle a soutenu que la philosophie de l'utilitarisme fondée par Bentham et développée par Mill fait face à l'objection de l'intégrité selon laquelle elle exige des agents qu'ils abandonnent leurs engagements projets et relations les plus profonds chaque fois que cela maximiserait le bien-être agrégé et que la critique de Bernard Williams montre que l'utilitarisme aliène les agents de ces caractéristiques de leur psychologie morale qui donnent du sens et de la signification à la vie en minant la distinction entre les raisons relatives à l'agent et les raisons neutres à l'agent.|She contended that the philosophy of utilitarianism as founded by Bentham and developed by Mill faces the objection from integrity that it requires agents to abandon their deepest commitments projects and relationships whenever doing so would maximise aggregate welfare and that Bernard Williams's critique shows that utilitarianism alienates agents from those features of their moral psychology that give life point and meaning undermining the distinction between agent-relative and agent-neutral reasons.
Il a soutenu que le concept du voile d'ignorance proposé par Rawls dans Théorie de la justice est un dispositif pour sélectionner des principes de justice en imaginant que les parties dans la position originelle ne connaissent pas leur place dans la société leurs talents naturels leur conception du bien ou leurs propensions psychologiques et que les principes choisis dans de telles conditions fournissent des termes équitables de coopération sociale justifiables à tous les membres d'une société bien ordonnée.|He argued that the concept of the veil of ignorance as proposed by Rawls in A Theory of Justice is a device for selecting principles of justice by imagining that the parties in the original position do not know their place in society their natural talents their conception of the good or their psychological propensities and that the principles chosen under such conditions provide fair terms of social cooperation justifiable to all members of a well-ordered society.
Elle a soutenu que le concept de volonté de puissance de Nietzsche n'est pas principalement une doctrine métaphysique sur la réalité mais un concept psychologique et axiologique désignant la recherche du dépassement de soi créatif de la maîtrise et de l'excellence que la critique de Nietzsche de la morale des esclaves comme morale du ressentiment implique de diagnostiquer comment les valeurs de la faiblesse deviennent dominantes et que le Surhomme n'est pas une figure politique mais un idéal normatif d'auto-création et d'affirmation de la vie.|She maintained that the concept of Nietzsche's will to power is not primarily a metaphysical doctrine about reality but a psychological and axiological concept referring to the striving for creative self-overcoming mastery and excellence that Nietzsche's critique of slave morality as the morality of resentment involves diagnosing how the values of weakness become dominant and that the Übermensch is not a political figure but a normative ideal of self-creation and life-affirmation.
Il a soutenu que le concept de l'éternel retour comme la pensée la plus difficile dans la philosophie de Nietzsche demande si l'on pourrait vouloir que chaque moment de sa vie revienne éternellement et que la réponse affirmative à cette expérience de pensée constitue l'expression la plus haute de l'amor fati ou amour du destin que Nietzsche opposait au nihilisme comme tâche du philosophe du futur qui crée de nouvelles valeurs après la mort de Dieu.|He contended that the concept of the eternal return as the most difficult thought in Nietzsche's philosophy asks whether one could will that every moment of one's life recur eternally and that the affirmative response to this thought experiment constitutes the highest expression of amor fati or love of fate that Nietzsche counterposed to nihilism as the task of the philosopher of the future who creates new values after the death of God.
Elle a soutenu que le concept d'être-vers-la-mort de Heidegger soutient que l'existence humaine authentique exige de confronter sa propre mortalité comme une possibilité la plus propre non-relationnelle certaine et indéfiniment ajournée que cette confrontation individualise le Dasein le libérant de sa submersion dans le das Man ou le soi-on anonyme et que la mort comme caractéristique structurelle de l'existence est ce qui fait que l'existence authentique est orientée autour de ses possibilités les plus propres plutôt que des rôles socialement prescrits.|She argued that the concept of Heidegger's being-toward-death holds that authentic human existence requires confronting one's own mortality as an ownmost non-relational certain and indefinitely postponed possibility that this confrontation individualises Dasein freeing it from its submersion in das Man or the anonymous they-self and that death as the structural feature of existence is what makes authentic existence oriented around one's ownmost possibilities rather than socially prescribed roles.
Il a soutenu que le concept d'éthique de l'ambiguïté de Beauvoir soutient que l'existence humaine est fondamentalement ambiguë entre liberté et facticité que la mauvaise foi implique de nier cette ambiguïté en prétendant être soit purement libre soit purement déterminé que l'existence authentique exige de reconnaître et d'assumer sa condition ambiguë et qu'une éthique de la libération doit étendre la liberté à tous ceux dont la liberté est actuellement niée par l'oppression.|He maintained that the concept of Beauvoir's ethics of ambiguity holds that human existence is fundamentally ambiguous between freedom and facticity that bad faith involves denying this ambiguity by pretending to be either purely free or purely determined that authentic existence requires acknowledging and taking up one's ambiguous condition and that an ethics of liberation must extend freedom to all those whose freedom is currently denied by oppression.
Elle a soutenu que le concept de mauvaise foi de Sartre formulé dans l'Être et le Néant désigne la tentative de nier sa liberté et sa responsabilité en se traitant comme une chose dont la nature et le cours d'action sont fixés par le rôle la situation ou le caractère que c'est une forme d'auto-tromperie qui est toujours en quelque sens choisie et que l'existence authentique exige de reconnaître la liberté radicale et l'angoisse conséquente d'être toujours responsable de ce qu'on fait de soi-même.|She contended that the concept of Sartre's bad faith as formulated in Being and Nothingness refers to the attempt to deny one's freedom and responsibility by treating oneself as a thing whose nature and course of action are fixed by role situation or character that this is a form of self-deception that is always in some sense chosen and that authentic existence requires acknowledging radical freedom and the consequent anguish of being always responsible for what one makes of oneself.
Il a soutenu que l'argument du langage privé de Wittgenstein dans les Recherches philosophiques prétend montrer qu'il ne peut pas exister un langage dont les termes désignent des états mentaux privés accessibles seulement au locuteur parce que pour que le langage fonctionne il doit exister un critère public pour l'application correcte des termes et que sans un tel critère la distinction entre l'application correcte et incorrecte d'un terme s'effondre minant l'idée de définition ostensive privée.|He argued that Wittgenstein's private language argument in the Philosophical Investigations purports to show that there cannot be a language whose terms refer to private mental states accessible only to the speaker because for language to function there must be a public criterion for the correct application of terms and that without such a criterion the distinction between correctly and incorrectly applying a term collapses undermining the idea of private ostensive definition.
Elle a soutenu que le concept de la théorie des Formes de Platon soutient que les choses perceptibles ordinaires participent ou imitent des Formes abstraites transcendantes qui sont les vrais objets de la connaissance que la connaissance des Formes est ce que la vraie philosophie vise et que le philosophe-roi dans la République est justifié à gouverner parce que seuls les philosophes qui ont contemplé la Forme du Bien peuvent connaître ce qui est véritablement bon pour la polis.|She maintained that the concept of Plato's theory of Forms holds that ordinary perceptible things participate in or imitate abstract transcendent Forms which are the true objects of knowledge that knowledge of the Forms is what genuine philosophy aims at and that the philosopher-king in the Republic is justified in ruling because only philosophers who have contemplated the Form of the Good can know what is genuinely good for the polis.
Il a soutenu que la métaphysique téléologique d'Aristote soutient que les choses naturelles ont des fins ou des buts intrinsèques que tout changement naturel est l'actualisation du potentiel que les quatre causes formelle matérielle efficiente et finale sont nécessaires pour expliquer les phénomènes naturels et que la cause finale ou but est ce qui fait d'une chose le type de chose qu'elle est fournissant la base de sa biologie de son éthique et de sa politique comme sciences de l'épanouissement humain naturel.|He contended that Aristotle's teleological metaphysics holds that natural things have intrinsic ends or purposes that all natural change is the actualisation of potential that the four causes formal material efficient and final are necessary for explaining natural phenomena and that the final cause or purpose is what makes something the kind of thing it is providing the basis for his biology ethics and politics as sciences of natural human flourishing.
Elle a soutenu que le concept de monisme substantiel de Spinoza soutient qu'il n'y a qu'une seule substance qui est Dieu ou la Nature que l'esprit et le corps ne sont pas deux substances mais deux attributs de l'unique substance infinie que la liberté humaine consiste à agir à partir de la nécessité comprise comme l'expression de sa propre nature plutôt qu'être déterminée par des causes externes et que la béatitude consiste en l'amour intellectuel de Dieu ou de l'univers compris sub specie aeternitatis.|She argued that the concept of Spinoza's substance monism holds that there is only one substance which is God or Nature that mind and body are not two substances but two attributes of the single infinite substance that human freedom consists in acting from necessity understood as the expression of one's own nature rather than being determined by external causes and that blessedness consists in intellectual love of God or the universe understood sub specie aeternitatis.
Il a soutenu que la philosophie de Leibniz soutient que le monde consiste en un nombre infini de substances simples immatérielles appelées monades qui n'ont pas de fenêtres ce qui signifie qu'elles ne peuvent pas interagir causalement que chaque monade représente l'univers entier depuis sa propre perspective et que Dieu a pré-établi une harmonie entre toutes les monades de sorte que les domaines mental et physique se déroulent en parallèle sans interaction directe constituant sa solution au problème corps-esprit.|He maintained that the philosophy of Leibniz holds that the world consists of an infinite number of simple immaterial substances called monads that have no windows meaning they cannot interact causally that each monad represents the entire universe from its own perspective and that God pre-established a harmony among all the monads so that the mental and physical realms run in parallel without direct interaction constituting his solution to the mind-body problem.
Elle a soutenu que le cogito ergo sum de Descartes formulé dans les Méditations n'est pas un syllogisme mais une intuition de sa propre existence comme chose pensante qui est indubitable même sous le doute sceptique radical et que le cogito fonde le projet fondationnaliste de reconstruire la connaissance à partir de premiers principes indubitables mais que les critiques soutiennent que le cogito présuppose le concept même de substance que Descartes est censé dériver et ne peut pas seul prouver l'existence d'un soi persistant.|She contended that Descartes's cogito ergo sum as formulated in the Meditations is not a syllogism but an intuition of one's existence as a thinking thing that is indubitable even under radical sceptical doubt and that the cogito grounds the foundationalist project of rebuilding knowledge from indubitable first principles but that critics argue the cogito presupposes the very concept of substance that Descartes is supposed to be deriving and cannot on its own prove the existence of a persisting self.
Il a soutenu que le concept du problème de l'induction de Hume soutient que le raisonnement inductif qui infère des conclusions générales à partir d'observations particulières ne peut pas être rationnellement justifié puisque toute justification serait elle-même soit inductive et donc circulaire soit déductive et donc incapable de soutenir des conclusions amplificatrices sur le non-observé et que ce défi sceptique à l'induction a généré une vaste littérature philosophique incluant le nouveau problème de l'induction de Goodman et la réponse falsificationniste de Popper.|He argued that the concept of Hume's problem of induction holds that inductive reasoning which infers general conclusions from particular observations cannot be rationally justified since any justification would itself be either inductive and thus circular or deductive and thus unable to support ampliative conclusions about the unobserved and that this sceptical challenge to induction has generated extensive philosophical literature including Goodman's new riddle of induction and Popper's falsificationist response.
Elle a soutenu que le concept d'idéalisme transcendantal de Kant soutient que l'espace et le temps ne sont pas des caractéristiques des choses telles qu'elles sont en elles-mêmes mais des formes de l'intuition humaine que nous imposons à l'expérience que les catégories de l'entendement sont des concepts que nous appliquons pour organiser l'expérience et que nous ne pouvons avoir connaissance que des apparences ou phénomènes jamais des choses-en-elles-mêmes ou noumènes constituant la révolution copernicienne en épistémologie.|She maintained that the concept of Kant's transcendental idealism holds that space and time are not features of things as they are in themselves but forms of human intuition that we impose on experience that the categories of understanding are concepts that we apply to organise experience and that we can have knowledge only of appearances or phenomena never of things-in-themselves or noumena constituting the Copernican revolution in epistemology.
